amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,hour_of_day,day_of_week
17557.18,12690.0,0.0,0.0,0.0,0,0,0,0,1,0,10,5
30797.04,20765.0,0.0,0.0,0.0,0,0,0,0,1,0,10,5
160968.13,0.0,0.0,1313116.46,1915466.75,0,0,1,0,0,0,13,1
112016.14,135896.0,23879.86,958036.63,1070052.76,0,0,1,0,0,0,20,6
168679.37,180234.0,348913.37,321130.51,152451.15,0,1,0,0,0,0,12,2
83018.47,0.0,0.0,108510.41,191528.87,0,0,0,0,0,1,20,0
22323.26,133620.65,111297.4,0.0,0.0,0,0,0,0,1,0,17,0
327776.23,0.0,0.0,9249728.0,9577504.24,0,0,1,0,0,0,21,0
24211.4,69350.0,45138.6,0.0,0.0,0,0,0,0,1,0,15,2
10006.17,80436.0,70429.83,0.0,0.0,0,0,0,0,1,0,14,0
48569.24,3031219.26,3079788.5,323358.72,274789.48,0,1,0,0,0,0,18,4
294492.51,0.0,0.0,577338.13,871830.64,0,0,1,0,0,0,10,3
218346.97,59592.0,277938.97,4194184.45,3975837.47,0,1,0,0,0,0,10,2
263870.45,12106.0,0.0,62790.01,326660.47,0,0,1,0,0,0,18,0
31003.35,59978.0,28974.65,0.0,0.0,0,0,0,0,1,0,16,0
44877.33,40703.0,85580.33,3764008.45,3719131.11,0,1,0,0,0,0,13,0
382608.83,12010.0,0.0,1261116.6,1643725.43,0,0,1,0,0,0,10,3
75655.22,1199842.07,1275497.29,137070.96,61415.74,0,1,0,0,0,0,15,4
176864.62,2095.0,0.0,1020159.57,1197024.19,0,0,1,0,0,0,12,0
19736.74,60046.0,40309.26,0.0,0.0,0,0,0,0,1,0,11,0
161828.06,0.0,0.0,1143586.89,1305414.95,0,0,1,0,0,0,14,4
12595.02,678.0,0.0,0.0,0.0,0,0,0,0,1,0,21,4
819950.57,31024.0,0.0,122339.68,942290.26,0,0,0,0,0,1,20,1
47510.19,8612.0,0.0,443249.32,490759.51,0,0,1,0,0,0,12,3
182309.6,9577137.9,9759447.5,1096662.09,914352.49,0,1,0,0,0,0,11,3
19114.6,72548.41,53433.81,0.0,0.0,0,0,0,0,1,0,18,5
434298.26,144996.03,0.0,3973963.3,4408261.56,0,0,0,0,0,1,19,2
273541.8,25211.0,0.0,0.0,273541.8,0,0,1,0,0,0,10,6
409481.37,55500.0,464981.37,0.0,0.0,0,1,0,0,0,0,16,5
68969.47,20287.0,0.0,1978416.27,2047385.74,0,0,1,0,0,0,17,0
102379.85,0.0,0.0,568006.49,960013.05,0,0,1,0,0,0,14,0
43317.55,0.0,0.0,80155.51,123473.07,0,0,1,0,0,0,17,1
142119.79,5319.0,0.0,268782.32,410902.11,0,0,1,0,0,0,13,3
37301.05,0.0,0.0,0.0,0.0,0,0,0,0,1,0,20,5
78839.63,41280.0,0.0,430187.95,509027.58,0,0,1,0,0,0,18,4
19582.43,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,2
329540.83,211874.0,0.0,3343502.57,3673043.4,0,0,0,0,0,1,16,5
100348.35,1134.0,0.0,0.0,100348.35,0,0,1,0,0,0,19,0
14024.8,0.0,0.0,0.0,0.0,0,0,0,0,1,0,15,2
17833.48,198.0,0.0,11317.06,29150.54,0,0,1,0,0,0,14,4
129681.32,22904767.43,23034448.74,253662.31,314319.9,0,1,0,0,0,0,9,0
120074.73,120074.73,0.0,0.0,120074.73,1,0,1,0,0,0,5,0
39429.34,0.0,0.0,173089.61,212518.94,0,0,1,0,0,0,21,0
327316.2,5203.0,0.0,2629932.24,2957248.44,0,0,1,0,0,0,18,2
61111.95,21835.0,0.0,0.0,61111.95,0,0,1,0,0,0,17,3
10457.89,108538.0,98080.11,0.0,0.0,0,0,0,0,1,0,0,2
2406332.79,2406332.79,0.0,0.0,0.0,1,0,0,0,0,1,2,3
118232.54,15896437.55,16014670.09,718672.11,600439.57,0,1,0,0,0,0,14,4
32118.7,0.0,0.0,21116777.87,21148896.57,0,0,1,0,0,0,19,1
120294.8,7378223.37,7498518.18,777637.11,657342.3,0,1,0,0,0,0,11,2
254360.61,989018.21,1243378.83,833071.5,578710.89,0,1,0,0,0,0,20,0
44116.87,44116.87,0.0,0.0,0.0,1,0,0,0,0,1,0,5
263217.48,35761.0,0.0,58524.08,321741.57,0,0,1,0,0,0,9,2
236663.71,5216826.72,5453490.43,1366676.99,1130013.28,0,1,0,0,0,0,10,1
168599.18,10672654.42,10841253.6,285367.93,116768.75,0,1,0,0,0,0,0,1
130624.31,0.0,0.0,4273567.54,4404191.85,0,0,1,0,0,0,18,0
30014.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,12,2
287048.69,200927.0,487975.69,3706292.41,3419243.72,0,1,0,0,0,0,13,6
89626.8,0.0,0.0,1256455.47,1346082.27,0,0,1,0,0,0,10,1
256240.23,15415.0,0.0,0.0,287889.55,0,0,1,0,0,0,11,0
531711.17,0.0,0.0,681418.78,1213129.95,0,0,1,0,0,0,18,4
51891.66,793.0,0.0,0.0,51891.66,0,0,1,0,0,0,17,3
56164.05,0.0,0.0,24521340.01,24577504.06,0,0,1,0,0,0,18,0
2388542.02,2388542.02,0.0,0.0,0.0,1,0,0,0,0,1,4,4
100029.34,0.0,0.0,311597.86,668073.52,0,0,1,0,0,0,21,0
30872.59,0.0,0.0,0.0,0.0,0,0,0,0,1,0,9,2
24883.27,0.0,0.0,0.0,0.0,0,0,0,0,1,0,15,0
383661.1,383661.1,0.0,1788112.7,2171773.8,1,0,1,0,0,0,21,2
440576.73,0.0,0.0,8845496.51,9286073.25,0,0,1,0,0,0,18,5
288266.5,1262856.32,1551122.83,1144369.11,856102.61,0,1,0,0,0,0,23,0
93119.16,37330.83,0.0,195081.0,288200.16,0,0,1,0,0,0,17,1
90346.05,90346.05,0.0,532789.09,623135.14,1,0,1,0,0,0,16,0
25039.04,0.0,0.0,3691139.63,3716178.67,0,0,1,0,0,0,10,1
32386.37,12174.0,0.0,0.0,0.0,0,0,0,0,1,0,20,4
10856.45,257.0,11113.45,803929.26,793072.81,0,1,0,0,0,0,12,0
516926.84,0.0,0.0,816090.86,1333017.7,0,0,0,0,0,1,15,1
207614.34,20485.0,0.0,1563828.96,1771443.31,0,0,1,0,0,0,20,1
43246.87,0.0,0.0,0.0,0.0,0,0,0,0,1,0,15,1
10558.9,1524.0,0.0,0.0,0.0,0,0,0,0,1,0,21,1
12388.84,46984.72,34595.88,0.0,0.0,0,0,0,0,1,0,19,0
203167.84,14624.0,0.0,46553.72,249721.56,0,0,1,0,0,0,19,6
869816.69,0.0,0.0,1757327.42,2627144.11,0,0,0,0,0,1,16,6
11597.05,29917.42,18320.38,0.0,0.0,0,0,0,0,1,0,18,1
271794.51,101626.0,373420.51,904126.06,662320.67,0,1,0,0,0,0,19,0
87148.5,19547.0,0.0,487610.02,574758.52,0,0,1,0,0,0,16,1
147682.6,159562.0,11879.4,751844.95,899527.55,0,0,1,0,0,0,20,1
57490.89,4451610.54,4509101.42,67933.98,10443.1,0,1,0,0,0,0,17,6
153043.18,0.0,0.0,216220.39,369263.57,0,0,1,0,0,0,21,0
245782.8,0.0,0.0,482754.22,728537.02,0,0,1,0,0,0,17,5
35216.95,100081.0,64864.05,25468.41,60685.35,0,0,1,0,0,0,13,1
14128.73,2058.0,0.0,0.0,0.0,0,0,0,0,1,0,15,1
195662.76,0.0,0.0,1921089.83,2116752.59,0,0,1,0,0,0,20,5
79655.74,142617.0,62961.26,1760792.93,1840448.67,0,0,1,0,0,0,15,1
285047.2,127121.0,412168.2,0.0,0.0,0,1,0,0,0,0,20,0
15771.67,12072496.75,12088268.41,4858856.48,5220709.2,0,1,0,0,0,0,14,0
22637.59,0.0,0.0,0.0,0.0,0,0,0,0,1,0,10,2
96734.77,43159.0,0.0,116140.88,212875.65,0,0,1,0,0,0,18,1
258112.99,614401.66,872514.65,1436708.82,1178595.84,0,1,0,0,0,0,16,2
128440.4,128440.4,0.0,1424377.87,1552818.27,1,0,1,0,0,0,5,6
15152.65,1372.0,0.0,0.0,15152.65,0,0,1,0,0,0,20,6
18393.63,373016.97,354623.34,0.0,0.0,0,0,0,0,1,0,12,0
34744.63,0.0,0.0,0.0,0.0,0,0,0,0,1,0,19,2
44819.85,31296.0,0.0,135868.34,180688.19,0,0,1,0,0,0,18,2
940957.88,940957.88,0.0,434097.75,1375055.63,1,0,1,0,0,0,5,6
11822.91,16379.0,4556.09,0.0,0.0,0,0,0,0,1,0,13,1
155534.95,155534.95,0.0,0.0,0.0,1,0,0,0,0,1,5,6
169390.7,7016381.28,7185771.98,1437680.02,1268289.32,0,1,0,0,0,0,18,1
740124.95,740124.95,0.0,0.0,0.0,1,0,0,0,0,1,4,6
410031.03,2781.0,412812.03,431812.5,21781.47,0,1,0,0,0,0,13,6
111923.35,759166.19,871089.54,1677605.88,1565682.53,0,1,0,0,0,0,18,0
114247.68,90347.0,0.0,3883020.01,3997267.69,0,0,1,0,0,0,10,1
35032.21,15686641.13,15721673.34,1333481.33,1298449.11,0,1,0,0,0,0,17,0
150086.51,1104.0,151190.51,0.0,0.0,0,1,0,0,0,0,18,1
23499.07,3291.0,0.0,0.0,0.0,0,0,0,0,1,0,10,5
22727.42,0.0,0.0,1515863.98,1538591.4,0,0,1,0,0,0,15,2
2246118.53,2246118.53,0.0,0.0,0.0,1,0,0,0,0,1,12,4
36523.82,14831.08,0.0,1010947.1,836924.76,0,0,1,0,0,0,15,0
15398.6,0.0,0.0,0.0,0.0,0,0,0,0,1,0,14,6
267473.62,0.0,0.0,1238324.74,1824124.75,0,0,1,0,0,0,20,1
115341.67,0.0,0.0,3050401.98,3165743.65,0,0,1,0,0,0,9,1
24743.09,0.0,0.0,0.0,0.0,0,0,0,0,1,0,11,6
428582.54,52435.0,0.0,0.0,428582.54,0,0,0,0,0,1,18,6
25534.62,0.0,0.0,0.0,0.0,0,0,0,0,1,0,18,0
324842.01,29981.0,354823.01,0.0,0.0,0,1,0,0,0,0,17,6
129999.34,70368.0,200367.34,0.0,0.0,0,1,0,0,0,0,21,5
16874.35,0.0,0.0,0.0,0.0,0,0,0,0,1,0,13,0
285676.09,5812918.28,6098594.38,6233052.21,5947376.12,0,1,0,0,0,0,18,5
98918.12,98918.12,0.0,7257771.83,7356689.94,1,0,1,0,0,0,20,5
169709.34,1445.0,0.0,0.0,169709.34,0,0,1,0,0,0,10,6
50080.4,3603.0,0.0,583142.37,495965.85,0,0,1,0,0,0,17,0
355760.42,327543.63,683304.05,7539853.5,7184093.08,0,1,0,0,0,0,23,6
53941.04,11995586.53,12049527.57,837424.43,783483.39,0,1,0,0,0,0,17,1
24412.08,0.0,0.0,0.0,0.0,0,0,0,0,1,0,14,0
312407.0,0.0,0.0,1071180.55,1383587.54,0,0,1,0,0,0,22,1
19814.84,27843.0,8028.16,0.0,0.0,0,0,0,0,1,0,17,5
14127.96,130821.12,116693.15,0.0,0.0,0,0,0,0,1,0,17,0
170831.67,16353302.61,16524134.28,2561153.28,2390321.61,0,1,0,0,0,0,19,6
291744.03,7782320.47,8074064.5,324581.7,32837.67,0,1,0,0,0,0,11,1
180606.3,750394.19,931000.5,730889.48,550283.17,0,1,0,0,0,0,15,1
264718.12,4750541.42,5015259.54,453843.45,189125.33,0,1,0,0,0,0,18,6
146269.8,8965.0,0.0,1323519.4,1469789.2,0,0,1,0,0,0,18,2
164767.53,0.0,0.0,630698.73,795466.26,0,0,1,0,0,0,11,1
274841.08,33995.0,308836.08,4641362.65,4366521.57,0,1,0,0,0,0,16,5
32477.39,22945.73,0.0,767184.21,799661.6,0,0,1,0,0,0,20,1
17944.71,5361234.85,5379179.55,59390.32,41445.61,0,1,0,0,0,0,13,5
516401.77,160.0,0.0,0.0,516401.77,0,0,1,0,0,0,11,6
136592.29,0.0,0.0,348484.09,485076.38,0,0,1,0,0,0,18,1
812923.21,0.0,0.0,1115986.95,1928910.17,0,0,0,0,0,1,14,5
206945.94,51266.0,258211.94,750793.39,543847.45,0,1,0,0,0,0,18,3
59932.15,3075201.49,3135133.64,131377.75,71445.6,0,1,0,0,0,0,23,5
71702.4,99602.0,27899.6,1418895.09,1490597.49,0,0,1,0,0,0,18,0
31439.91,373014.09,341574.18,0.0,0.0,0,0,0,0,1,0,11,0
33002.73,3368.0,0.0,476739.14,509741.88,0,0,1,0,0,0,9,6
137378.5,55082.0,192460.5,219389.12,82010.63,0,1,0,0,0,0,12,3
182919.24,110694.0,0.0,155899.98,338819.22,0,0,0,0,0,1,14,1
211680.07,15763.0,0.0,6135154.4,6346834.47,0,0,1,0,0,0,12,5
53522.88,1425694.68,1479217.56,262448.46,208925.58,0,1,0,0,0,0,23,2
265637.04,3468.0,269105.04,0.0,0.0,0,1,0,0,0,0,12,0
11678.9,0.0,0.0,0.0,0.0,0,0,0,0,1,0,12,2
33200.12,31596.65,0.0,0.0,0.0,0,0,0,0,1,0,18,0
379197.44,15807.0,0.0,108617.9,487815.34,0,0,1,0,0,0,11,5
92966.57,101848.0,194814.57,4772271.3,4637771.32,0,1,0,0,0,0,20,0
226420.79,24661.0,0.0,275691.26,502112.05,0,0,1,0,0,0,11,2
144007.94,0.0,0.0,3540070.74,3684078.67,0,0,0,0,0,1,14,5
74767.1,376308.36,301541.26,1100274.19,1175041.28,0,0,1,0,0,0,17,2
397260.74,1009.0,0.0,6253095.93,6650356.68,0,0,0,0,0,1,19,6
951279.79,0.0,0.0,4840973.19,5792252.98,0,0,0,0,0,1,22,2
395556.21,31892.0,0.0,0.0,395556.21,0,0,1,0,0,0,16,3
70064.64,29790.0,0.0,51315.11,121379.75,0,0,1,0,0,0,10,0
109794.61,310314.23,200519.62,1566149.74,1675944.35,0,0,0,0,0,1,19,4
249495.97,66770.84,0.0,1012556.66,1262052.62,0,0,1,0,0,0,14,5
275773.48,19983.0,295756.48,707005.96,431232.49,0,1,0,0,0,0,13,0
31858.28,21157.0,0.0,0.0,31858.28,0,0,1,0,0,0,16,0
192815.77,192815.77,0.0,0.0,192815.77,1,0,1,0,0,0,18,1
946695.91,0.0,0.0,1749008.76,2695704.67,0,0,1,0,0,0,15,6
238972.16,0.0,0.0,1573110.65,1812082.81,0,0,1,0,0,0,17,1
230869.69,105159.15,0.0,4560895.34,4791765.03,0,0,1,0,0,0,15,0
21710.78,573474.48,551763.71,0.0,0.0,0,0,0,0,1,0,10,2
188298.34,3831705.9,4020004.24,1572566.11,1384267.77,0,1,0,0,0,0,19,1
498380.17,403819.0,0.0,785787.89,1284168.06,0,0,0,0,0,1,20,1
97821.32,0.0,0.0,105879.18,259064.27,0,0,1,0,0,0,19,2
17388.73,0.0,0.0,0.0,0.0,0,0,0,0,1,0,20,1
13741.75,66247.0,52505.25,1395502.55,1409244.3,0,0,1,0,0,0,19,5
396975.33,133454.0,0.0,3407058.88,3804034.21,0,0,1,0,0,0,16,3
181574.94,0.0,0.0,841904.74,1023479.68,0,0,1,0,0,0,10,6
344437.98,7387585.95,7732023.93,365328.68,20890.71,0,1,0,0,0,0,18,3
106249.45,1250113.39,1356362.84,118052.84,11803.39,0,1,0,0,0,0,10,6
181684.76,3736.0,0.0,236243.07,417927.82,0,0,1,0,0,0,17,1
207804.73,0.0,0.0,350763.88,558568.62,0,0,1,0,0,0,12,1
14584.94,0.0,0.0,0.0,0.0,0,0,0,0,1,0,22,2
13379.18,0.0,0.0,0.0,0.0,0,0,0,0,1,0,16,3
61618.38,8712.0,70330.38,38721.54,0.0,0,1,0,0,0,0,19,0
65286.5,1116530.02,1181816.52,163264.44,97977.94,0,1,0,0,0,0,13,1
305551.07,122617.0,0.0,242163.07,547714.14,0,0,1,0,0,0,11,0
257765.33,0.0,0.0,451419.45,709184.79,0,0,1,0,0,0,14,6
472184.05,0.0,0.0,761061.68,1574089.7,0,0,0,0,0,1,11,3
188750.81,11764.0,0.0,0.0,188750.81,0,0,1,0,0,0,21,6
108350.87,2979991.09,3088341.96,174011.85,65660.99,0,1,0,0,0,0,16,5
22393.39,21750.0,0.0,0.0,0.0,0,0,0,0,1,0,13,0
74003.49,5043.0,0.0,0.0,74003.49,0,0,1,0,0,0,14,0
224943.12,11110739.49,11335682.61,3231383.15,3006440.03,0,1,0,0,0,0,12,2
46450.18,17736253.48,17782703.66,2993675.91,2899739.5,0,1,0,0,0,0,19,0
13858.31,11263.0,0.0,0.0,0.0,0,0,0,0,1,0,17,6
134878.9,0.0,0.0,616469.51,751348.41,0,0,0,0,0,1,10,4
12806.56,0.0,0.0,0.0,0.0,0,0,0,0,1,0,15,1
353025.64,0.0,0.0,1692144.85,2045170.49,0,0,0,0,0,1,19,2
517635.6,4681.0,0.0,532443.29,1050078.89,0,0,1,0,0,0,14,0
253883.95,3501.0,0.0,1097286.32,1351170.28,0,0,1,0,0,0,21,3
92253.93,249.0,92502.93,1579481.66,1487227.73,0,1,0,0,0,0,10,6
400157.86,400157.86,0.0,0.0,0.0,1,0,0,0,0,1,1,3
17654.7,0.0,0.0,0.0,0.0,0,0,0,0,1,0,20,0
263631.46,42090.0,0.0,698188.87,961820.34,0,0,1,0,0,0,10,0
162558.42,0.0,0.0,412813.85,575372.27,0,0,1,0,0,0,11,2
929679.38,62132.0,0.0,13268169.36,14197848.74,0,0,0,0,0,1,16,2
124133.03,349655.0,225521.97,1428688.08,1552821.11,0,0,1,0,0,0,12,5
19493.12,0.0,0.0,0.0,0.0,0,0,0,0,1,0,12,5
705529.08,705529.08,0.0,0.0,0.0,1,0,0,0,0,1,19,6
11567.32,0.0,0.0,640338.62,651905.93,0,0,1,0,0,0,17,0
79359.07,22157.0,0.0,455356.71,534715.78,0,0,1,0,0,0,16,2
257667.75,11330.0,0.0,262458.13,520125.88,0,0,1,0,0,0,12,0
162564.64,3925995.6,4088560.23,290828.17,128263.53,0,1,0,0,0,0,13,1
3285475.4,3285475.4,0.0,0.0,0.0,1,0,0,0,0,1,6,3
13104.58,200355.87,187251.29,0.0,0.0,0,0,0,0,1,0,19,1
197995.04,4299535.55,4497530.59,455742.83,257747.8,0,1,0,0,0,0,22,1
66041.7,3478.0,0.0,254263.59,320305.3,0,0,1,0,0,0,11,6
251201.08,0.0,0.0,1104330.23,1355531.31,0,0,1,0,0,0,17,4
155158.75,163436.0,318594.75,0.0,0.0,0,1,0,0,0,0,15,2
45845.48,18075.0,63920.48,7280264.86,7234419.38,0,1,0,0,0,0,18,1
311906.28,201690.0,513596.28,855424.61,543518.33,0,1,0,0,0,0,10,2
213614.08,10277.0,0.0,1435376.65,1648990.73,0,0,1,0,0,0,15,6
66093.59,70483.0,136576.59,56778.1,0.0,0,1,0,0,0,0,15,0
17560.15,25348.0,7787.85,0.0,0.0,0,0,0,0,1,0,12,3
144861.0,9099100.8,9243961.8,2387182.65,2461821.72,0,1,0,0,0,0,16,5
13352.81,1550.0,0.0,0.0,0.0,0,0,0,0,1,0,19,1
313460.34,14556.0,0.0,158219.5,471679.84,0,0,1,0,0,0,17,1
307520.26,51570.0,359090.26,1233578.45,926058.19,0,1,0,0,0,0,17,5
128384.69,0.0,0.0,1291825.01,1420209.7,0,0,1,0,0,0,20,5
9039246.82,9039246.82,0.0,0.0,0.0,1,0,0,0,0,1,5,3
40852.34,86014.91,45162.57,629208.68,670061.02,0,0,1,0,0,0,16,6
218453.74,11511825.18,11730278.92,7372953.99,7154500.25,0,1,0,0,0,0,12,4
82769.26,150308.71,67539.45,1130236.2,1213005.46,0,0,1,0,0,0,13,4
44577.32,44577.32,0.0,61298.8,105876.12,1,0,1,0,0,0,2,5
256853.34,4935370.01,5192223.36,480763.62,223910.28,0,1,0,0,0,0,19,2
25993.73,1162.0,0.0,932.35,632604.35,0,0,1,0,0,0,10,3
192936.69,0.0,0.0,890003.57,1082940.27,0,0,1,0,0,0,13,0
88755.16,0.0,0.0,2529954.16,2618709.32,0,0,1,0,0,0,18,6
18452.74,20091.45,1638.7,0.0,0.0,0,0,0,0,1,0,15,0
248713.41,42378.0,291091.41,85192.52,0.0,0,1,0,0,0,0,20,2
178833.38,314952.0,136118.62,372744.02,552033.22,0,0,1,0,0,0,19,0
912351.07,0.0,0.0,2461507.45,3373858.53,0,0,0,0,0,1,22,4
150680.68,0.0,0.0,6639771.99,6790452.67,0,0,1,0,0,0,18,6
87411.66,123327.15,35915.49,469459.27,556870.93,0,0,1,0,0,0,9,5
61378.56,52391.79,0.0,0.0,0.0,0,0,0,0,1,0,20,2
168619.18,2475991.5,2644610.68,2057580.04,1888960.85,0,1,0,0,0,0,12,6
200759.79,136524.0,0.0,176069.17,376828.96,0,0,0,0,0,1,18,2
61705.64,32545.0,0.0,86474.07,148179.7,0,0,1,0,0,0,18,5
191790.79,0.0,0.0,2525464.34,2717255.12,0,0,1,0,0,0,16,0
25803.44,397886.41,372082.97,0.0,0.0,0,0,0,0,1,0,11,1
652993.91,652993.91,0.0,0.0,652993.91,1,0,1,0,0,0,22,2
88396.26,3442600.18,3530996.43,143689.72,55293.47,0,1,0,0,0,0,22,6
425220.88,26121.0,451341.88,6804.75,0.0,0,1,0,0,0,0,20,6
553001.88,0.0,0.0,2026656.81,2579658.69,0,0,0,0,0,1,18,1
114242.85,2433328.97,2547571.81,258681.9,144439.05,0,1,0,0,0,0,15,0
274881.58,0.0,0.0,1591559.19,2212388.83,0,0,1,0,0,0,12,0
309639.25,74352.0,0.0,0.0,309639.25,0,0,1,0,0,0,18,5
120688.35,1262505.12,1383193.47,1857312.02,1736623.67,0,1,0,0,0,0,10,0
310712.71,310712.71,0.0,0.0,0.0,1,0,0,0,0,1,1,0
137550.01,11602.0,0.0,3682109.94,3819659.95,0,0,1,0,0,0,19,1
20086.72,314058.92,293972.2,0.0,0.0,0,0,0,0,1,0,18,6
271127.56,408.69,271536.25,9080757.42,8809629.86,0,1,0,0,0,0,1,1
230903.74,50294.0,0.0,0.0,536779.25,0,0,1,0,0,0,17,6
24393.82,0.0,0.0,0.0,0.0,0,0,0,0,1,0,14,3
26830.24,0.0,0.0,0.0,0.0,0,0,0,0,1,0,22,5
242556.48,8485.0,0.0,0.0,242556.48,0,0,0,0,0,1,10,2
229949.25,1577129.92,1807079.17,3021641.19,2791691.94,0,1,0,0,0,0,19,1
1847439.96,141329.35,0.0,2982330.81,4829770.77,0,0,0,0,0,1,17,2
114567.05,41202.0,0.0,200930.3,195114.65,0,0,1,0,0,0,14,1
351826.21,21362.0,0.0,119913.58,471739.79,0,0,0,0,0,1,12,0
73929.99,73929.99,0.0,1640832.48,1714762.47,1,0,1,0,0,0,11,0
168898.76,0.0,0.0,696095.23,676539.05,0,0,1,0,0,0,13,0
10525.77,0.0,0.0,0.0,0.0,0,0,0,0,1,0,13,0
174459.67,0.0,0.0,606515.47,780975.14,0,0,1,0,0,0,20,0
95380.76,21057.0,0.0,583970.52,679351.28,0,0,1,0,0,0,13,6
197905.05,8994.0,0.0,0.0,197905.05,0,0,1,0,0,0,20,6
186416.82,0.0,0.0,3750230.51,3936647.33,0,0,1,0,0,0,18,0
249573.27,0.0,0.0,662993.83,912567.1,0,0,1,0,0,0,14,5
202599.05,10272.0,0.0,32763.42,235362.47,0,0,1,0,0,0,15,1
103368.58,103368.58,0.0,0.0,0.0,1,0,0,0,0,1,1,1
106584.32,106584.32,0.0,5524872.71,5631457.03,1,0,1,0,0,0,18,2
115759.85,4529.0,0.0,520323.38,636083.23,0,0,1,0,0,0,20,2
597478.54,364.0,0.0,0.0,597478.54,0,0,1,0,0,0,13,1
235073.03,0.0,0.0,737388.0,982114.8,0,0,1,0,0,0,12,1
18014.06,0.0,0.0,59929.47,77943.53,0,0,1,0,0,0,16,6
2175288.9,2175288.9,0.0,0.0,0.0,1,0,0,0,0,1,8,6
302761.73,0.0,0.0,454842.03,757603.76,0,0,1,0,0,0,11,2
100420.42,2403580.28,2504000.7,2821898.93,2721478.51,0,1,0,0,0,0,21,0
10780.74,0.0,0.0,0.0,0.0,0,0,0,0,1,0,12,5
1599397.26,0.0,0.0,3173817.48,5166746.46,0,0,0,0,0,1,19,5
11334.37,30065.0,18730.63,0.0,0.0,0,0,0,0,1,0,11,2
78039.26,122.0,0.0,74105.24,152144.5,0,0,1,0,0,0,18,1
166836.44,0.0,0.0,1538012.83,1704849.27,0,0,1,0,0,0,19,5
446161.13,5079.0,0.0,771466.87,1217628.0,0,0,1,0,0,0,20,5
25172.43,0.0,0.0,0.0,0.0,0,0,0,0,1,0,14,0
12305.23,57.0,0.0,0.0,0.0,0,0,0,0,1,0,17,1
31085.47,104579.0,73493.53,0.0,0.0,0,0,0,0,1,0,13,0
384511.09,9365.15,0.0,669171.44,1053682.54,0,0,1,0,0,0,10,5
14243.2,298589.37,284346.18,0.0,0.0,0,0,0,0,1,0,16,0
180110.22,180110.22,0.0,0.0,180110.22,1,0,1,0,0,0,10,0
1128131.99,1128131.99,0.0,164146.1,1292278.09,1,0,1,0,0,0,3,2
11737.32,0.0,0.0,0.0,0.0,0,0,0,0,1,0,21,6
251691.96,10870.0,262561.96,520727.3,269035.34,0,1,0,0,0,0,14,0
12641.12,0.0,0.0,0.0,0.0,0,0,0,0,1,0,12,1
23031.26,23031.26,0.0,69782.59,92813.86,1,0,1,0,0,0,16,1
35146.85,44.0,35190.85,5889415.99,5854269.14,0,1,0,0,0,0,18,1
138357.53,9519.0,147876.53,0.0,0.0,0,1,0,0,0,0,9,6
284212.13,418406.0,134193.87,3055353.24,3531784.85,0,0,0,0,0,1,13,0
246402.71,246402.71,0.0,51433.96,297836.67,1,0,1,0,0,0,16,1
24031.95,0.0,0.0,0.0,0.0,0,0,0,0,1,0,17,1
170864.55,0.0,0.0,751775.58,922640.13,0,0,1,0,0,0,13,0
239193.96,0.0,0.0,2832076.76,3071270.72,0,0,1,0,0,0,18,0
38403.41,100424.0,62020.59,0.0,0.0,0,0,0,0,1,0,10,5
175285.92,911.0,0.0,0.0,175285.92,0,0,1,0,0,0,13,1
328095.99,5074194.02,5402290.01,3634020.23,3305924.24,0,1,0,0,0,0,10,1
285203.69,8188.0,0.0,1225776.26,1510979.96,0,0,1,0,0,0,18,1
474980.57,0.0,0.0,746408.16,1221388.72,0,0,1,0,0,0,9,0
21115.42,177.0,0.0,0.0,0.0,0,0,0,0,1,0,19,2
140315.06,0.0,0.0,926430.14,0.0,0,0,1,0,0,0,12,0
12460.59,1072.0,0.0,0.0,0.0,0,0,0,0,1,0,21,0
211556.68,1597922.06,1809478.75,11438046.98,11226490.3,0,1,0,0,0,0,20,5
338312.8,4085713.85,4424026.65,702461.64,364148.84,0,1,0,0,0,0,18,1
86005.77,0.0,0.0,185771.08,271776.85,0,0,1,0,0,0,17,2
156098.9,8965524.86,9121623.76,1046213.78,890114.87,0,1,0,0,0,0,12,5
140571.12,680032.32,820603.44,176559.95,35988.83,0,1,0,0,0,0,16,1
20753.99,261013.96,240259.98,0.0,0.0,0,0,0,0,1,0,13,2
162998.66,0.0,0.0,1224883.07,1387881.73,0,0,1,0,0,0,17,0
15185.78,0.0,0.0,0.0,0.0,0,0,0,0,1,0,15,6
61596.75,31263.0,0.0,0.0,61596.75,0,0,1,0,0,0,11,2
189255.47,21180.28,0.0,347803.65,537059.12,0,0,1,0,0,0,1,2
181424.0,128.0,181552.0,0.0,0.0,0,1,0,0,0,0,16,6
12367.96,7927692.19,7940060.15,269832.88,257464.92,0,1,0,0,0,0,21,1
72209.73,0.0,0.0,0.0,0.0,0,0,0,0,1,0,22,1
341560.31,0.0,0.0,3201822.41,3543382.72,0,0,1,0,0,0,16,6
27911.91,0.0,0.0,0.0,0.0,0,0,0,0,1,0,13,4
846589.73,846589.73,0.0,0.0,846589.73,1,0,1,0,0,0,13,1
